Instrument,Strategy,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Contracts,PnL,Cumulative_PnL,PnL_%,Cumulative_PnL_%,Peak_to_Peak_DD_%,Duration_Hours,Entry_Signal,Exit_Signal,Max_Favorable_Excursion,Max_Adverse_Excursion,Trade_Efficiency
NQ,Slow,2014-01-17 15:35:00,2014-01-21 15:35:00,5648.0,5671.75,2.0,950.0,950.0,0.019,0.0095,0.0,96.0,LE.Slow.C,LX1.Slow.C,320.0,-1060.0,0.9203
NQ,Fast,2014-01-17 15:50:00,2014-01-21 15:00:00,5646.75,5671.0,2.0,970.0,1920.0,0.0194,0.0192,0.0,95.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,270.0,-1110.0,0.8986
NQ,Slow,2014-01-27 15:35:00,2014-01-31 15:35:00,5566.5,5579.0,2.0,500.0,2420.0,0.01,0.0242,0.0,96.0,LE.Slow.C,LX1.Slow.C,1990.0,-1330.0,0.75
NQ,Fast,2014-01-27 15:50:00,2014-01-28 15:50:00,5541.25,5565.5,2.0,970.0,3390.0,0.0194,0.0339,0.0,24.0,LE2.Fast.C,LX2.Fast.C,520.0,-1100.0,0.9198000000000001
NQ,Fast,2014-01-29 15:50:00,2014-01-30 15:50:00,5537.5,5565.5,2.0,1120.0,4510.0,0.0224,0.0451,0.0,24.0,LE2.Fast.C,LX2.Fast.C,160.0,-2490.0,0.483
NQ,Slow,2014-02-03 15:35:00,2014-02-06 15:35:00,5493.75,5551.25,2.0,2300.0,6810.0,0.046,0.0681,0.0,72.0,LE.Slow.C,LX1.Slow.C,770.0,-2720.0,0.8797
NQ,Fast,2014-02-03 15:50:00,2014-02-04 15:50:00,5495.75,5515.75,2.0,800.0,7610.0,0.016,0.0761,0.0,24.0,LE2.Fast.C,LX2.Fast.C,70.0,-1620.0,0.5147999999999999
NQ,Slow,2014-03-14 15:20:00,2014-03-18 15:35:00,5690.75,5764.5,2.0,2950.0,10560.0,0.059,0.1056,0.0,96.25,LE.Slow.C,LX1.Slow.C,770.0,-3240.0,0.9277
NQ,Fast,2014-03-14 15:50:00,2014-03-17 15:00:00,5691.25,5725.5,2.0,1370.0,11930.0,0.0274,0.1193,0.0,71.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,790.0,-2050.0,0.7606
NQ,Fast,2014-03-17 15:50:00,2014-03-18 15:50:00,5722.0,5766.5,2.0,1780.0,13710.0,0.0356,0.1371,0.0,24.0,LE2.Fast.C,LX2.Fast.C,500.0,-1990.0,0.9157
NQ,Slow,2014-03-21 15:35:00,2014-03-31 15:35:00,5709.5,5649.5,2.0,-2400.0,11310.0,-0.048,0.1131,-0.024,240.0,LE.Slow.C,LX1.Slow.C,4190.0,-680.0,0.3676
NQ,Fast,2014-03-21 15:50:00,2014-03-25 15:50:00,5710.25,5692.25,2.0,-720.0,10590.0,-0.0144,0.1059,-0.0312,96.0,LE2.Fast.C,LX2.Fast.C,2610.0,-650.0,0.5798
NQ,Fast,2014-03-26 15:50:00,2014-03-28 15:00:00,5642.75,5628.25,2.0,-580.0,10010.0,-0.0116,0.1001,-0.037,47.166666666666664,LE1.Fast.C,LX.Gap.Fast.C,1520.0,-1120.0,0.35609999999999997
NQ,Fast,2014-03-28 15:50:00,2014-03-31 15:00:00,5633.75,5657.0,2.0,930.0,10940.0,0.0186,0.1094,-0.0277,71.16666666666667,LE1.Fast.C,LX.Gap.Fast.C,50.0,-1880.0,0.5078
NQ,Fast,2014-03-31 15:50:00,2014-04-01 15:50:00,5651.75,5721.0,2.0,2770.0,13710.0,0.0554,0.1371,0.0,24.0,LE2.Fast.C,LX2.Fast.C,150.0,-2810.0,0.9865
NQ,Slow,2014-04-04 15:35:00,2014-04-08 15:35:00,5608.75,5598.75,2.0,-400.0,13310.0,-0.008,0.1331,-0.004,96.0,LE.Slow.C,LX1.Slow.C,2590.0,-160.0,0.7964
NQ,Fast,2014-04-04 15:50:00,2014-04-08 15:50:00,5612.25,5598.75,2.0,-540.0,12770.0,-0.0108,0.1277,-0.0094,96.0,LE2.Fast.C,LX2.Fast.C,2730.0,-0.0,0.8022
NQ,Slow,2014-04-11 15:30:00,2014-04-14 15:35:00,5512.75,5540.25,2.0,1100.0,13870.0,0.022,0.1387,0.0,72.08333333333333,LE.Slow.C,LX1.Slow.C,720.0,-1670.0,0.7615000000000001
NQ,Fast,2014-04-11 15:50:00,2014-04-14 15:00:00,5513.75,5531.0,2.0,690.0,14560.0,0.0138,0.1456,0.0,71.16666666666667,LE1.Fast.C,LX.Gap.Fast.C,760.0,-1630.0,0.6067
NQ,Slow,2014-05-06 15:35:00,2014-05-12 15:35:00,5621.0,5677.75,2.0,2270.0,16830.0,0.0454,0.1683,0.0,144.0,LE.Slow.C,LX1.Slow.C,2160.0,-2350.0,0.9823000000000001
NQ,Fast,2014-05-06 15:50:00,2014-05-09 15:50:00,5620.5,5619.5,2.0,-40.0,16790.0,-0.0008,0.1679,-0.0004,72.0,LE2.Fast.C,LX2.Fast.C,2140.0,-1150.0,0.6383
NQ,Slow,2014-05-15 15:20:00,2014-05-19 15:35:00,5632.5,5680.25,2.0,1910.0,18700.0,0.0382,0.187,0.0,96.25,LE.Slow.C,LX1.Slow.C,800.0,-2180.0,0.9094
NQ,Fast,2014-05-15 15:50:00,2014-05-16 15:50:00,5632.25,5653.0,2.0,830.0,19530.0,0.0166,0.1953,0.0,24.0,LE1.Fast.C,LX1.Fast.C,790.0,-1070.0,0.871
NQ,Slow,2014-07-08 15:35:00,2014-07-11 15:35:00,5939.25,5974.0,2.0,1390.0,20920.0,0.0278,0.2092,0.0,72.0,LE.Slow.C,LX1.Slow.C,1260.0,-1440.0,0.9815
NQ,Fast,2014-07-08 15:50:00,2014-07-09 15:50:00,5940.0,5963.5,2.0,940.0,21860.0,0.0188,0.2186,0.0,24.0,LE2.Fast.C,LX2.Fast.C,290.0,-1080.0,0.8978
NQ,Slow,2014-07-16 15:35:00,2014-07-18 15:35:00,5999.25,6006.75,2.0,300.0,22160.0,0.006,0.2216,0.0,48.0,LE.Slow.C,LX1.Slow.C,2760.0,-510.0,0.9358
NQ,Fast,2014-07-16 15:50:00,2014-07-18 15:00:00,5998.5,6006.75,2.0,330.0,22490.0,0.0066,0.2249,0.0,47.166666666666664,LE2.Fast.C,LX2.Open.Fast.C,2730.0,-540.0,0.9358
NQ,Fast,2014-07-24 15:50:00,2014-07-25 15:50:00,6042.25,6031.25,2.0,-440.0,22050.0,-0.0088,0.2205,-0.0044,24.0,LE2.Fast.C,LX2.Fast.C,1140.0,-20.0,0.6034
NQ,Slow,2014-07-31 15:35:00,2014-08-08 15:35:00,5972.0,5950.25,2.0,-870.0,21180.0,-0.0174,0.2118,-0.0131,192.0,LE.Slow.C,LX1.Slow.C,2770.0,-800.0,0.5322
NQ,Fast,2014-07-31 15:50:00,2014-08-04 15:00:00,5964.5,5984.5,2.0,800.0,21980.0,0.016,0.2198,-0.0051,95.16666666666667,LE2.Fast.C,LX.Gap.Fast.C,1630.0,-1100.0,0.8901
NQ,Slow,2014-09-04 15:35:00,2014-09-05 15:20:00,6146.0,6163.0,2.0,680.0,22660.0,0.0136,0.2266,0.0,23.75,LE.Slow.C,LX1.Slow.C,710.0,-790.0,0.9267
NQ,Fast,2014-09-04 15:50:00,2014-09-05 15:50:00,6145.5,6165.5,2.0,800.0,23460.0,0.016,0.2346,0.0,24.0,LE2.Fast.C,LX2.Fast.C,690.0,-810.0,0.9933
NQ,Slow,2014-09-15 15:35:00,2014-09-17 15:35:00,6109.25,6148.75,2.0,1580.0,25040.0,0.0316,0.2504,0.0,48.0,LE.Slow.C,LX1.Slow.C,850.0,-2340.0,0.7618
NQ,Fast,2014-09-15 15:50:00,2014-09-16 15:50:00,6109.25,6141.5,2.0,1290.0,26330.0,0.0258,0.2633,0.0,24.0,LE2.Fast.C,LX2.Fast.C,850.0,-1640.0,0.8593999999999999
NQ,Slow,2014-09-23 15:35:00,2014-09-24 15:35:00,6121.25,6170.75,2.0,1980.0,28310.0,0.0396,0.2831,0.0,24.0,LE.Slow.C,LX1.Slow.C,390.0,-2100.0,0.9518000000000001
NQ,Fast,2014-09-23 15:50:00,2014-09-24 15:50:00,6115.25,6170.75,2.0,2220.0,30530.0,0.0444,0.3053,0.0,24.0,LE2.Fast.C,LX2.Fast.C,130.0,-2340.0,0.9514
NQ,Slow,2014-10-07 15:35:00,2014-10-08 15:35:00,6038.25,6116.0,2.0,3110.0,33640.0,0.0622,0.3364,0.0,24.0,LE.Slow.C,LX1.Slow.C,950.0,-3490.0,0.9144
NQ,Fast,2014-10-07 15:50:00,2014-10-08 15:50:00,6036.5,6114.5,2.0,3120.0,36760.0,0.0624,0.3676,0.0,24.0,LE2.Fast.C,LX2.Fast.C,880.0,-3560.0,0.9009
NQ,Fast,2014-10-13 15:50:00,2014-10-14 15:50:00,5881.75,5901.0,2.0,770.0,37530.0,0.0154,0.3753,0.0,24.0,LE2.Fast.C,LX2.Fast.C,200.0,-2190.0,0.40590000000000004
NQ,Slow,2014-11-03 15:35:00,2014-11-04 15:30:00,6240.5,6227.5,2.0,-520.0,37010.0,-0.0104,0.3701,-0.0052,23.916666666666668,LE.Slow.C,LX1.Slow.C,1480.0,-300.0,0.5393
NQ,Fast,2014-11-03 15:50:00,2014-11-04 15:50:00,6239.5,6229.75,2.0,-390.0,36620.0,-0.0078,0.3662,-0.0091,24.0,LE2.Fast.C,LX2.Fast.C,1440.0,-340.0,0.5899
NQ,Slow,2014-12-12 15:35:00,2014-12-15 15:35:00,6276.5,6244.75,2.0,-1270.0,35350.0,-0.0254,0.3535,-0.0218,72.0,LE.Slow.C,LX.V140.Slow.C,1880.0,-1840.0,0.16399999999999998
NQ,Fast,2014-12-12 15:50:00,2014-12-15 15:00:00,6276.0,6253.25,2.0,-910.0,34440.0,-0.0182,0.3444,-0.0309,71.16666666666667,LE2.Fast.C,LX.Gap.Fast.C,1860.0,-1860.0,0.2554
NQ,Fast,2014-12-15 15:50:00,2014-12-16 15:50:00,6242.5,6175.25,2.0,-2690.0,31750.0,-0.0538,0.3175,-0.0578,24.0,LE2.Fast.C,LX2.V140.Fast.C,2930.0,-1430.0,0.055
NQ,Slow,2014-12-17 15:35:00,2014-12-18 15:35:00,6248.25,6353.75,2.0,4220.0,35970.0,0.0844,0.3597,-0.0156,24.0,LE.Slow.C,LX1.Slow.C,380.0,-4400.0,0.9623
NQ,Fast,2014-12-17 15:50:00,2014-12-18 15:00:00,6245.25,6349.25,2.0,4160.0,40130.0,0.0832,0.4013,0.0,23.166666666666668,LE2.Fast.C,LX.Gap.Fast.C,260.0,-4170.0,0.9976999999999999
NQ,Slow,2014-12-23 15:35:00,2014-12-24 12:05:00,6369.0,6370.75,2.0,70.0,40200.0,0.0014,0.402,0.0,20.5,LE.Slow.C,LX1.Slow.C,160.0,-720.0,0.2614
NQ,Fast,2014-12-23 15:50:00,2014-12-24 12:05:00,6369.25,6370.75,2.0,60.0,40260.0,0.0012,0.4026,0.0,20.25,LE2.Fast.C,LX2.Fast.C,170.0,-710.0,0.2614
NQ,Slow,2014-12-31 15:35:00,2015-01-08 15:35:00,6324.25,6320.0,2.0,-170.0,40090.0,-0.0034,0.4009,-0.0017,192.0,LE.Slow.C,LX1.Slow.C,6150.0,-1480.0,0.7837000000000001
NQ,Fast,2014-12-31 15:50:00,2015-01-07 15:50:00,6323.25,6242.0,2.0,-3250.0,36840.0,-0.065,0.3684,-0.0342,168.0,LE2.Fast.C,LX2.Fast.C,6110.0,-1520.0,0.37479999999999997
NQ,Slow,2015-01-12 15:35:00,2015-01-16 15:35:00,6256.5,6223.25,2.0,-1330.0,35510.0,-0.0266,0.3551,-0.0475,96.0,LE.Slow.C,LX1.Slow.C,5060.0,-3190.0,0.4521
NQ,Fast,2015-01-12 15:50:00,2015-01-13 15:00:00,6257.25,6245.0,2.0,-490.0,35020.0,-0.0098,0.3502,-0.0524,23.166666666666668,LE2.Fast.C,LX.Gap.Fast.C,1680.0,-3160.0,0.2459
NQ,Fast,2015-01-13 15:50:00,2015-01-16 15:50:00,6252.75,6224.5,2.0,-1130.0,33890.0,-0.0226,0.3389,-0.0637,72.0,LE2.Fast.C,LX2.Fast.C,4910.0,-1030.0,0.6364
NQ,Slow,2015-01-28 15:35:00,2015-01-29 15:35:00,6212.5,6273.5,2.0,2440.0,36330.0,0.0488,0.3633,-0.0393,24.0,LE.Slow.C,LX1.Slow.C,1130.0,-2580.0,0.9623
NQ,Slow,2015-01-30 15:35:00,2015-02-02 15:35:00,6232.75,6270.75,2.0,1520.0,37850.0,0.0304,0.3785,-0.0241,72.0,LE.Slow.C,LX1.Slow.C,2350.0,-1750.0,0.9439
NQ,Fast,2015-01-30 15:50:00,2015-02-02 15:00:00,6229.5,6265.75,2.0,1450.0,39300.0,0.029,0.393,-0.0096,71.16666666666667,LE2.Fast.C,LX.Gap.Fast.C,2220.0,-1640.0,0.9508
NQ,Slow,2015-03-10 15:35:00,2015-03-16 15:35:00,6420.75,6446.25,2.0,1020.0,40320.0,0.0204,0.4032,0.0,144.0,LE.Slow.C,LX1.Slow.C,1780.0,-1590.0,0.8309000000000001
NQ,Fast,2015-03-10 15:50:00,2015-03-12 15:00:00,6421.5,6426.25,2.0,190.0,40510.0,0.0038,0.4051,0.0,47.166666666666664,LE2.Fast.C,LX2.Open.Fast.C,1370.0,-580.0,0.8
NQ,Slow,2015-03-23 15:35:00,2015-03-30 15:35:00,6532.0,6469.25,2.0,-2510.0,38000.0,-0.0502,0.38,-0.0251,168.0,LE.Slow.C,LX1.Slow.C,6690.0,-950.0,0.5471
NQ,Fast,2015-03-23 15:50:00,2015-03-27 15:50:00,6532.75,6418.0,2.0,-4590.0,33410.0,-0.0918,0.3341,-0.071,96.0,LE2.Fast.C,LX2.Fast.C,6720.0,-920.0,0.2788
NQ,Fast,2015-03-31 15:50:00,2015-04-02 15:50:00,6418.5,6403.0,2.0,-620.0,32790.0,-0.0124,0.3279,-0.0772,48.0,LE2.Fast.C,LX2.Fast.C,2590.0,-420.0,0.6545000000000001
NQ,Slow,2015-04-07 15:35:00,2015-04-08 15:35:00,6429.0,6469.5,2.0,1620.0,34410.0,0.0324,0.3441,-0.061,24.0,LE.Slow.C,LX1.Slow.C,270.0,-1690.0,0.9643
NQ,Fast,2015-04-07 15:50:00,2015-04-08 15:50:00,6427.5,6471.5,2.0,1760.0,36170.0,0.0352,0.3617,-0.0434,24.0,LE2.Fast.C,LX2.Fast.C,210.0,-1770.0,0.9948999999999999
NQ,Fast,2015-04-30 15:50:00,2015-05-01 15:50:00,6509.0,6562.25,2.0,2130.0,38300.0,0.0426,0.383,-0.0221,24.0,LE2.Fast.C,LX2.Fast.C,180.0,-2260.0,0.9467
NQ,Slow,2015-05-05 15:35:00,2015-05-08 15:35:00,6503.25,6544.25,2.0,1640.0,39940.0,0.0328,0.3994,-0.0057,72.0,LE.Slow.C,LX1.Slow.C,3040.0,-2170.0,0.8983
NQ,Fast,2015-05-05 15:50:00,2015-05-07 15:50:00,6505.0,6495.25,2.0,-390.0,39550.0,-0.0078,0.3955,-0.0096,48.0,LE2.Fast.C,LX2.Fast.C,3110.0,-530.0,0.7473000000000001
NQ,Slow,2015-05-11 15:35:00,2015-05-12 15:35:00,6525.5,6515.75,2.0,-390.0,39160.0,-0.0078,0.3916,-0.0135,24.0,LE.Slow.C,LX1.Slow.C,2250.0,-290.0,0.7323000000000001
NQ,Fast,2015-05-11 15:50:00,2015-05-12 15:50:00,6522.25,6515.25,2.0,-280.0,38880.0,-0.0056,0.3888,-0.0163,24.0,LE2.Fast.C,LX2.Fast.C,2120.0,-420.0,0.7243999999999999
NQ,Slow,2015-05-13 15:35:00,2015-05-14 15:35:00,6518.75,6585.5,2.0,2670.0,41550.0,0.0534,0.4155,0.0,24.0,LE.Slow.C,LX1.Slow.C,450.0,-2760.0,0.972
NQ,Fast,2015-05-13 15:50:00,2015-05-14 15:00:00,6521.0,6584.75,2.0,2550.0,44100.0,0.051,0.441,0.0,23.166666666666668,LE2.Fast.C,LX.Gap.Fast.C,540.0,-2630.0,0.9748
NQ,Fast,2015-05-20 15:50:00,2015-05-21 15:50:00,6597.5,6624.5,2.0,1080.0,45180.0,0.0216,0.4518,0.0,24.0,LE2.Fast.C,LX2.Fast.C,650.0,-1350.0,0.865
NQ,Slow,2015-06-15 15:35:00,2015-06-17 15:35:00,6528.25,6555.75,2.0,1100.0,46280.0,0.022,0.4628,0.0,48.0,LE.Slow.C,LX1.Slow.C,1250.0,-1960.0,0.7321
NQ,Fast,2015-06-15 15:50:00,2015-06-16 15:50:00,6527.5,6553.25,2.0,1030.0,47310.0,0.0206,0.4731,0.0,24.0,LE2.Fast.C,LX2.Fast.C,1220.0,-1210.0,0.9259000000000001
NQ,Slow,2015-06-25 15:20:00,2015-07-02 15:35:00,6610.25,6529.75,2.0,-3220.0,44090.0,-0.0644,0.4409,-0.0322,168.25,LE.Slow.C,LX1.Slow.C,5630.0,-320.0,0.405
NQ,Fast,2015-06-25 15:50:00,2015-07-01 15:50:00,6607.0,6524.25,2.0,-3310.0,40780.0,-0.0662,0.4078,-0.0653,144.0,LE2.Fast.C,LX2.Fast.C,5500.0,-450.0,0.36810000000000004
NQ,Slow,2015-07-08 15:35:00,2015-07-10 15:35:00,6447.75,6510.25,2.0,2500.0,43280.0,0.05,0.4328,-0.0403,48.0,LE.Slow.C,LX1.Slow.C,590.0,-3200.0,0.8153
NQ,Fast,2015-07-08 15:50:00,2015-07-09 15:00:00,6449.5,6452.25,2.0,110.0,43390.0,0.0022,0.4339,-0.0392,23.166666666666668,LE2.Fast.C,LX.Gap.Fast.C,210.0,-2390.0,0.1231
NQ,Fast,2015-07-09 15:50:00,2015-07-10 15:50:00,6441.25,6510.75,2.0,2780.0,46170.0,0.0556,0.4617,-0.0114,24.0,LE2.Fast.C,LX2.Fast.C,30.0,-3460.0,0.8051999999999999
NQ,Fast,2015-07-21 15:50:00,2015-07-23 15:50:00,6721.25,6731.5,2.0,410.0,46580.0,0.0082,0.4658,-0.0073,48.0,LE2.Fast.C,LX2.Fast.C,1430.0,-660.0,0.8804000000000001
NQ,Slow,2015-07-27 15:35:00,2015-07-30 15:35:00,6624.0,6697.25,2.0,2930.0,49510.0,0.0586,0.4951,0.0,72.0,LE.Slow.C,LX1.Slow.C,1030.0,-3040.0,0.973
NQ,Fast,2015-07-27 15:50:00,2015-07-28 15:50:00,6622.0,6659.75,2.0,1510.0,51020.0,0.0302,0.5102,0.0,24.0,LE2.Fast.C,LX2.Fast.C,950.0,-1620.0,0.9571999999999999
NQ,Slow,2015-08-04 15:35:00,2015-08-05 15:35:00,6654.5,6695.0,2.0,1620.0,52640.0,0.0324,0.5264,0.0,24.0,LE.Slow.C,LX1.Slow.C,90.0,-3030.0,0.5481
NQ,Fast,2015-08-04 15:50:00,2015-08-05 15:50:00,6655.0,6692.5,2.0,1500.0,54140.0,0.03,0.5414,0.0,24.0,LE2.Fast.C,LX2.Fast.C,110.0,-3010.0,0.516
NQ,Slow,2015-08-06 15:35:00,2015-08-10 15:35:00,6627.25,6667.25,2.0,1600.0,55740.0,0.032,0.5574,0.0,96.0,LE.Slow.C,LX1.Slow.C,1820.0,-2160.0,0.8593000000000001
NQ,Fast,2015-08-06 15:50:00,2015-08-10 15:00:00,6627.25,6667.0,2.0,1590.0,57330.0,0.0318,0.5733,0.0,95.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,1820.0,-2160.0,0.8568000000000001
NQ,Fast,2015-08-19 15:50:00,2015-08-20 15:50:00,6603.0,6468.5,2.0,-5380.0,51950.0,-0.1076,0.5195,-0.0538,24.0,LE2.Fast.C,LX2.V140.Fast.C,5670.0,-450.0,0.047400000000000005
NQ,Slow,2015-09-01 15:30:00,2015-09-08 15:30:00,6258.25,6399.75,2.0,5660.0,57610.0,0.1132,0.5761,0.0,168.0,LE.Slow.C,LX1.Slow.C,840.0,-5940.0,0.9587
NQ,Slow,2015-09-18 15:35:00,2015-10-01 15:35:00,6436.0,6297.75,2.0,-5530.0,52080.0,-0.1106,0.5208,-0.0553,312.0,LE.Slow.C,LX1.Slow.C,11420.0,-1410.0,0.45909999999999995
NQ,Fast,2015-09-28 15:50:00,2015-09-30 15:00:00,6206.75,6275.0,2.0,2730.0,54810.0,0.0546,0.5481,-0.028,47.166666666666664,LE2.Fast.C,LX2.Open.Fast.C,2250.0,-2880.0,0.9708
NQ,Slow,2015-10-14 15:35:00,2015-10-15 15:35:00,6438.25,6520.25,2.0,3280.0,58090.0,0.0656,0.5809,0.0,24.0,LE.Slow.C,LX1.Slow.C,0.0,-3340.0,0.982
NQ,Fast,2015-10-14 15:50:00,2015-10-15 15:50:00,6442.0,6520.75,2.0,3150.0,61240.0,0.063,0.6124,0.0,24.0,LE2.Fast.C,LX2.Fast.C,90.0,-3190.0,0.9878
NQ,Slow,2015-10-21 15:35:00,2015-10-22 15:35:00,6510.5,6662.0,2.0,6060.0,67300.0,0.1212,0.673,0.0,24.0,LE.Slow.C,LX1.Slow.C,60.0,-6310.0,0.9608
NQ,Fast,2015-10-21 15:50:00,2015-10-22 15:50:00,6516.5,6673.75,2.0,6290.0,73590.0,0.1258,0.7359,0.0,24.0,LE2.Fast.C,LX2.Fast.C,190.0,-6320.0,0.9954000000000001
NQ,Slow,2015-11-12 15:35:00,2015-11-17 15:35:00,6693.0,6679.25,2.0,-550.0,73040.0,-0.011,0.7304,-0.0055,120.0,LE.Slow.C,LX1.Slow.C,5130.0,-580.0,0.8020999999999999
NQ,Fast,2015-11-12 15:50:00,2015-11-16 15:50:00,6693.5,6673.25,2.0,-810.0,72230.0,-0.0162,0.7223,-0.0136,96.0,LE2.Fast.C,LX2.Fast.C,5150.0,-270.0,0.8007
NQ,Slow,2015-12-03 15:35:00,2015-12-04 15:30:00,6721.25,6823.25,2.0,4080.0,76310.0,0.0816,0.7631,0.0,23.916666666666668,LE.Slow.C,LX1.Slow.C,340.0,-4470.0,0.9189
NQ,Slow,2015-12-11 15:35:00,2015-12-14 15:35:00,6646.5,6676.25,2.0,1190.0,77500.0,0.0238,0.775,0.0,72.0,LE.Slow.C,LX.V140.Slow.C,2370.0,-1720.0,0.8704000000000001
NQ,Fast,2015-12-11 15:50:00,2015-12-14 15:00:00,6641.5,6679.0,2.0,1500.0,79000.0,0.03,0.79,0.0,71.16666666666667,LE2.Fast.C,LX1.Open.Fast.C,2170.0,-1900.0,0.9017000000000001
